fecha_local,fecha_utc,latitud,longitud,profundidad,magnitud,region,maps_link,rango_profundidad,categoria
2025-07-02 10:25:1661 km al NE de Calama,2025-07-02 14:25:16,-21.99,-68.651,112.0,3.1,Antofagasta,"https://www.google.com/maps?q=-21.99,-68.651",100–200 km,Leve
2025-07-02 09:31:0636 km al O de El Tabo,2025-07-02 13:31:06,-33.339,-72.037,30.0,3.5,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.339,-72.037",10–30 km,Leve
2025-07-02 07:11:2888 km al E de San Pedro de Atacama,2025-07-02 11:11:28,-22.928,-67.337,249.0,4.4,Antofagasta,"https://www.google.com/maps?q=-22.928,-67.337",200–500 km,Moderado
2025-07-02 07:06:2626 km al E de Calama,2025-07-02 11:06:26,-22.412,-68.684,108.0,3.6,Antofagasta,"https://www.google.com/maps?q=-22.412,-68.684",100–200 km,Moderado
2025-07-02 04:54:3130 km al SE de VichuquÃ©n,2025-07-02 08:54:31,-35.049,-71.729,47.0,3.1,Maule,"https://www.google.com/maps?q=-35.049,-71.729",30–60 km,Leve
2025-07-02 02:04:5718 km al NE de Los Vilos,2025-07-02 06:04:57,-31.785,-71.384,35.0,3.4,Coquimbo,"https://www.google.com/maps?q=-31.785,-71.384",30–60 km,Leve
2025-07-02 02:03:3435 km al S de Mina Collahuasi,2025-07-02 06:03:34,-21.138,-68.603,130.0,3.1,Tarapacá,"https://www.google.com/maps?q=-21.138,-68.603",100–200 km,Leve
2025-07-02 01:39:1651 km al NO de Quillagua,2025-07-02 05:39:16,-21.318,-69.86,54.0,2.9,Antofagasta,"https://www.google.com/maps?q=-21.318,-69.86",30–60 km,Leve
2025-07-01 21:47:0079 km al O de Navidad,2025-07-02 01:47:00,-33.648,-72.605,42.0,3.6,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.648,-72.605",30–60 km,Moderado
2025-07-01 21:39:3977 km al O de Navidad,2025-07-02 01:39:39,-33.65,-72.58,36.0,5.6,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.65,-72.58",30–60 km,Fuerte
2025-07-01 17:19:5343 km al E de Pisagua,2025-07-01 21:19:53,-19.449,-69.834,74.0,3.3,Tarapacá,"https://www.google.com/maps?q=-19.449,-69.834",60–100 km,Leve
2025-07-01 15:44:1211 km al E de Punitaqui,2025-07-01 19:44:12,-30.87,-71.151,58.0,4.5,Coquimbo,"https://www.google.com/maps?q=-30.87,-71.151",30–60 km,Moderado
2025-07-01 13:58:1823 km al N de Cuya,2025-07-01 17:58:18,-18.969,-70.251,70.0,2.6,Arica y Parinacota,"https://www.google.com/maps?q=-18.969,-70.251",60–100 km,Leve
2025-07-01 12:58:4335 km al SE de Pica,2025-07-01 16:58:43,-20.641,-69.037,92.0,2.5,Tarapacá,"https://www.google.com/maps?q=-20.641,-69.037",60–100 km,Leve
2025-07-01 12:51:1446 km al SE de Pica,2025-07-01 16:51:14,-20.873,-69.17,108.0,3.1,Tarapacá,"https://www.google.com/maps?q=-20.873,-69.17",100–200 km,Leve
2025-07-01 11:37:2616 km al S de Arica,2025-07-01 15:37:26,-18.619,-70.281,52.0,2.5,Arica y Parinacota,"https://www.google.com/maps?q=-18.619,-70.281",30–60 km,Leve
2025-07-01 10:47:2621 km al O de La Higuera,2025-07-01 14:47:26,-29.494,-71.418,75.0,2.8,Coquimbo,"https://www.google.com/maps?q=-29.494,-71.418",60–100 km,Leve
2025-07-01 08:24:4570 km al SO de San Pedro de Atacama,2025-07-01 12:24:45,-23.437,-68.594,105.0,2.7,Antofagasta,"https://www.google.com/maps?q=-23.437,-68.594",100–200 km,Leve
2025-07-01 08:20:2929 km al E de Lebu,2025-07-01 12:20:29,-37.646,-73.326,15.0,2.6,Biobío,"https://www.google.com/maps?q=-37.646,-73.326",10–30 km,Leve
2025-07-01 07:29:3860 km al NO de Colchane,2025-07-01 11:29:38,-18.781,-68.865,182.0,2.9,Arica y Parinacota,"https://www.google.com/maps?q=-18.781,-68.865",100–200 km,Leve
2025-07-01 06:04:0051 km al NE de Calama,2025-07-01 10:04:00,-22.121,-68.611,123.0,2.6,Antofagasta,"https://www.google.com/maps?q=-22.121,-68.611",100–200 km,Leve
2025-07-01 01:03:5960 km al S de Socaire,2025-07-01 05:03:59,-24.131,-67.836,256.0,2.7,Antofagasta,"https://www.google.com/maps?q=-24.131,-67.836",200–500 km,Leve
2025-07-01 00:57:1451 km al E de OllagÃ¼e,2025-07-01 04:57:14,-21.215,-67.759,197.0,3.2,Tarapacá,"https://www.google.com/maps?q=-21.215,-67.759",100–200 km,Leve
2025-06-30 23:44:0619 km al N de La Serena,2025-07-01 03:44:06,-29.731,-71.264,57.0,3.3,Coquimbo,"https://www.google.com/maps?q=-29.731,-71.264",30–60 km,Leve
2025-06-30 22:15:1453 km al SO de OllagÃ¼e,2025-07-01 02:15:14,-21.66,-68.466,134.0,3.3,Antofagasta,"https://www.google.com/maps?q=-21.66,-68.466",100–200 km,Leve
2025-06-30 20:50:4183 km al O de Arica,2025-07-01 00:50:41,-18.548,-71.107,25.0,3.0,Arica y Parinacota,"https://www.google.com/maps?q=-18.548,-71.107",10–30 km,Leve
2025-06-30 20:20:5674 km al SE de Socaire,2025-07-01 00:20:56,-24.007,-67.319,248.0,3.6,Antofagasta,"https://www.google.com/maps?q=-24.007,-67.319",200–500 km,Moderado
2025-06-30 19:26:3442 km al N de Alto del Carmen,2025-06-30 23:26:34,-28.401,-70.353,100.0,3.0,Atacama,"https://www.google.com/maps?q=-28.401,-70.353",60–100 km,Leve
2025-06-30 18:55:3321 km al O de OllagÃ¼e,2025-06-30 22:55:33,-21.268,-68.451,147.0,2.7,Tarapacá,"https://www.google.com/maps?q=-21.268,-68.451",100–200 km,Leve
2025-06-30 18:01:4519 km al S de La Serena,2025-06-30 22:01:45,-30.063,-71.307,67.0,3.0,Coquimbo,"https://www.google.com/maps?q=-30.063,-71.307",60–100 km,Leve
2025-06-30 17:05:1415 km al O de Mina Los Pelambres,2025-06-30 21:05:14,-31.843,-70.74,98.0,3.3,Coquimbo,"https://www.google.com/maps?q=-31.843,-70.74",60–100 km,Leve
2025-06-30 15:30:0821 km al O de Los Andes,2025-06-30 19:30:08,-32.796,-70.823,83.0,4.1,Valparaíso,"https://www.google.com/maps?q=-32.796,-70.823",60–100 km,Moderado
2025-06-30 14:24:5427 km al SO de Victoria,2025-06-30 18:24:54,-38.407,-72.551,45.0,3.0,La Araucanía,"https://www.google.com/maps?q=-38.407,-72.551",30–60 km,Leve
2025-06-30 13:27:4746 km al S de Socaire,2025-06-30 17:27:47,-23.998,-67.802,286.0,2.9,Antofagasta,"https://www.google.com/maps?q=-23.998,-67.802",200–500 km,Leve
2025-06-30 12:49:1839 km al SE de Pica,2025-06-30 16:49:18,-20.803,-69.163,107.0,2.6,Tarapacá,"https://www.google.com/maps?q=-20.803,-69.163",100–200 km,Leve
2025-06-30 12:13:3935 km al S de Mina Collahuasi,2025-06-30 16:13:39,-21.138,-68.62,137.0,2.7,Tarapacá,"https://www.google.com/maps?q=-21.138,-68.62",100–200 km,Leve
2025-06-30 11:11:4868 km al N de Pica,2025-06-30 15:11:48,-19.903,-69.15,95.0,3.0,Tarapacá,"https://www.google.com/maps?q=-19.903,-69.15",60–100 km,Leve
2025-06-30 10:51:5332 km al O de Los Andes,2025-06-30 14:51:53,-32.717,-70.911,79.0,2.8,Valparaíso,"https://www.google.com/maps?q=-32.717,-70.911",60–100 km,Leve
2025-06-30 10:28:3695 km al NO de Tongoy,2025-06-30 14:28:36,-29.842,-72.355,57.0,3.0,Coquimbo,"https://www.google.com/maps?q=-29.842,-72.355",30–60 km,Leve
2025-06-30 10:09:4743 km al E de CopiapÃ³,2025-06-30 14:09:47,-27.328,-69.904,107.0,3.3,Atacama,"https://www.google.com/maps?q=-27.328,-69.904",100–200 km,Leve
2025-06-30 06:47:0151 km al SE de Rancagua,2025-06-30 10:47:01,-34.492,-70.346,5.0,2.5,Libertador B. O'Higgins,"https://www.google.com/maps?q=-34.492,-70.346",<10 km,Leve
2025-06-30 06:06:3338 km al SO de Mina Collahuasi,2025-06-30 10:06:33,-21.017,-68.964,111.0,2.7,Tarapacá,"https://www.google.com/maps?q=-21.017,-68.964",100–200 km,Leve
2025-06-30 04:12:2826 km al E de Los Vilos,2025-06-30 08:12:28,-31.96,-71.24,57.0,4.6,Coquimbo,"https://www.google.com/maps?q=-31.96,-71.24",30–60 km,Moderado
2025-06-30 01:35:3075 km al S de Socaire,2025-06-30 05:35:30,-24.263,-67.805,240.0,2.7,Antofagasta,"https://www.google.com/maps?q=-24.263,-67.805",200–500 km,Leve
2025-06-30 00:55:4465 km al SE de Socaire,2025-06-30 04:55:44,-23.985,-67.424,229.0,3.7,Antofagasta,"https://www.google.com/maps?q=-23.985,-67.424",200–500 km,Moderado
2025-06-30 00:19:1247 km al E de OllagÃ¼e,2025-06-30 04:19:12,-21.315,-67.813,179.0,2.6,Antofagasta,"https://www.google.com/maps?q=-21.315,-67.813",100–200 km,Leve
2025-06-29 22:55:3516 km al NO de San JosÃ© de Maipo,2025-06-30 02:55:35,-33.531,-70.457,101.0,3.0,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-33.531,-70.457",100–200 km,Leve
2025-06-29 19:59:52153 km al E de San Pedro de Atacama,2025-06-29 23:59:52,-22.678,-66.733,278.0,4.2,Antofagasta,"https://www.google.com/maps?q=-22.678,-66.733",200–500 km,Moderado
2025-06-29 17:36:1031 km al S de Socaire,2025-06-29 21:36:10,-23.872,-67.873,136.0,2.7,Antofagasta,"https://www.google.com/maps?q=-23.872,-67.873",100–200 km,Leve
2025-06-29 15:55:0060 km al NO de Parque Fray Jorge,2025-06-29 19:55:00,-30.284,-72.129,40.0,3.6,Coquimbo,"https://www.google.com/maps?q=-30.284,-72.129",30–60 km,Moderado
2025-06-29 14:42:5132 km al O de OllagÃ¼e,2025-06-29 18:42:51,-21.209,-68.563,123.0,2.7,Tarapacá,"https://www.google.com/maps?q=-21.209,-68.563",100–200 km,Leve
2025-06-29 14:37:5932 km al N de Cauquenes,2025-06-29 18:37:59,-35.676,-72.302,53.0,3.6,Maule,"https://www.google.com/maps?q=-35.676,-72.302",30–60 km,Moderado
2025-06-29 14:32:3835 km al NE de Pica,2025-06-29 18:32:38,-20.289,-69.066,101.0,2.8,Tarapacá,"https://www.google.com/maps?q=-20.289,-69.066",100–200 km,Leve
2025-06-29 13:49:3365 km al SO de Mina Collahuasi,2025-06-29 17:49:33,-21.335,-68.966,120.0,2.8,Antofagasta,"https://www.google.com/maps?q=-21.335,-68.966",100–200 km,Leve
2025-06-29 11:26:5498 km al NE de Socaire,2025-06-29 15:26:54,-23.099,-67.087,243.0,3.2,Antofagasta,"https://www.google.com/maps?q=-23.099,-67.087",200–500 km,Leve
2025-06-29 10:24:1546 km al NO de Valdivia,2025-06-29 14:24:15,-39.604,-73.706,22.0,2.6,La Araucanía,"https://www.google.com/maps?q=-39.604,-73.706",10–30 km,Leve
2025-06-29 10:07:289 km al SO de Tongoy,2025-06-29 14:07:28,-30.317,-71.554,25.0,2.6,Coquimbo,"https://www.google.com/maps?q=-30.317,-71.554",10–30 km,Leve
2025-06-29 09:29:1549 km al E de Talca,2025-06-29 13:29:15,-35.459,-71.123,109.0,2.7,Maule,"https://www.google.com/maps?q=-35.459,-71.123",100–200 km,Leve
2025-06-29 07:30:5338 km al E de Petorca,2025-06-29 11:30:53,-32.324,-70.535,23.0,3.2,Valparaíso,"https://www.google.com/maps?q=-32.324,-70.535",10–30 km,Leve
2025-06-29 07:14:49117 km al NE de Socaire,2025-06-29 11:14:49,-23.063,-66.902,263.0,4.1,Antofagasta,"https://www.google.com/maps?q=-23.063,-66.902",200–500 km,Moderado
2025-06-29 06:31:4286 km al S de Socaire,2025-06-29 10:31:42,-24.334,-68.133,249.0,2.6,Antofagasta,"https://www.google.com/maps?q=-24.334,-68.133",200–500 km,Leve
2025-06-29 06:06:3929 km al E de Petorca,2025-06-29 10:06:39,-32.35,-70.64,16.0,2.7,Valparaíso,"https://www.google.com/maps?q=-32.35,-70.64",10–30 km,Leve
2025-06-29 04:45:0520 km al NO de Pichidangui,2025-06-29 08:45:05,-32.031,-71.701,31.0,2.6,Valparaíso,"https://www.google.com/maps?q=-32.031,-71.701",30–60 km,Leve
2025-06-29 04:44:5761 km al SO de Mina La Escondida,2025-06-29 08:44:57,-24.711,-69.412,84.0,3.6,Antofagasta,"https://www.google.com/maps?q=-24.711,-69.412",60–100 km,Moderado
2025-06-29 00:09:2235 km al N de Pica,2025-06-29 04:09:22,-20.185,-69.258,113.0,3.0,Tarapacá,"https://www.google.com/maps?q=-20.185,-69.258",100–200 km,Leve
2025-06-28 22:43:2730 km al E de Pica,2025-06-29 02:43:27,-20.539,-69.045,99.0,2.9,Tarapacá,"https://www.google.com/maps?q=-20.539,-69.045",60–100 km,Leve
2025-06-28 22:36:2981 km al E de Alto del Carmen,2025-06-29 02:36:29,-28.897,-69.672,128.0,2.9,Atacama,"https://www.google.com/maps?q=-28.897,-69.672",100–200 km,Leve
2025-06-28 21:01:4654 km al S de Socaire,2025-06-29 01:01:46,-24.076,-67.904,250.0,3.0,Antofagasta,"https://www.google.com/maps?q=-24.076,-67.904",200–500 km,Leve
2025-06-28 20:53:2830 km al N de Lebu,2025-06-29 00:53:28,-37.336,-73.657,27.0,2.5,Biobío,"https://www.google.com/maps?q=-37.336,-73.657",10–30 km,Leve
2025-06-28 20:04:5728 km al O de Arauco,2025-06-29 00:04:57,-37.285,-73.631,31.0,3.2,Biobío,"https://www.google.com/maps?q=-37.285,-73.631",30–60 km,Leve
2025-06-28 19:58:5626 km al SO de OllagÃ¼e,2025-06-28 23:58:56,-21.357,-68.457,135.0,2.7,Antofagasta,"https://www.google.com/maps?q=-21.357,-68.457",100–200 km,Leve
2025-06-28 17:11:2311 km al SO de Tongoy,2025-06-28 21:11:23,-30.317,-71.582,38.0,3.0,Coquimbo,"https://www.google.com/maps?q=-30.317,-71.582",30–60 km,Leve
2025-06-28 12:14:455 km al NO de Illapel,2025-06-28 16:14:45,-31.612,-71.215,67.0,3.8,Coquimbo,"https://www.google.com/maps?q=-31.612,-71.215",60–100 km,Moderado
2025-06-28 10:57:5837 km al NE de Calama,2025-06-28 14:57:58,-22.269,-68.644,109.0,3.1,Antofagasta,"https://www.google.com/maps?q=-22.269,-68.644",100–200 km,Leve
2025-06-28 10:15:1574 km al NE de Calama,2025-06-28 14:15:15,-21.909,-68.549,115.0,2.8,Antofagasta,"https://www.google.com/maps?q=-21.909,-68.549",100–200 km,Leve
2025-06-28 09:34:1219 km al E de Cobquecura,2025-06-28 13:34:12,-36.205,-72.606,59.0,2.9,Maule,"https://www.google.com/maps?q=-36.205,-72.606",30–60 km,Leve
2025-06-28 09:17:3973 km al SE de Socaire,2025-06-28 13:17:39,-24.171,-67.55,236.0,3.0,Antofagasta,"https://www.google.com/maps?q=-24.171,-67.55",200–500 km,Leve
2025-06-28 05:58:3817 km al N de La Serena,2025-06-28 09:58:38,-29.752,-71.291,57.0,4.7,Coquimbo,"https://www.google.com/maps?q=-29.752,-71.291",30–60 km,Moderado
2025-06-28 04:40:0359 km al SO de OllagÃ¼e,2025-06-28 08:40:03,-21.649,-68.6,123.0,3.0,Antofagasta,"https://www.google.com/maps?q=-21.649,-68.6",100–200 km,Leve
2025-06-28 02:50:3725 km al O de BahÃ­a Mansa,2025-06-28 06:50:37,-40.498,-74.008,11.0,2.5,La Araucanía,"https://www.google.com/maps?q=-40.498,-74.008",10–30 km,Leve
2025-06-28 02:38:5930 km al O de BahÃ­a Mansa,2025-06-28 06:38:59,-40.482,-74.055,35.0,2.5,La Araucanía,"https://www.google.com/maps?q=-40.482,-74.055",30–60 km,Leve
2025-06-28 00:15:5111 km al NE de Panguipulli,2025-06-28 04:15:51,-39.577,-72.237,99.0,2.6,La Araucanía,"https://www.google.com/maps?q=-39.577,-72.237",60–100 km,Leve
2025-06-27 23:33:4551 km al S de CamiÃ±a,2025-06-28 03:33:45,-19.767,-69.377,90.0,2.9,Tarapacá,"https://www.google.com/maps?q=-19.767,-69.377",60–100 km,Leve
2025-06-27 23:03:5827 km al N de Mejillones,2025-06-28 03:03:58,-22.868,-70.529,48.0,3.9,Antofagasta,"https://www.google.com/maps?q=-22.868,-70.529",30–60 km,Moderado
2025-06-27 21:20:1721 km al SO de Andacollo,2025-06-28 01:20:17,-30.403,-71.171,17.0,2.8,Coquimbo,"https://www.google.com/maps?q=-30.403,-71.171",10–30 km,Leve
2025-06-27 18:30:4469 km al NE de Socaire,2025-06-27 22:30:44,-23.323,-67.274,247.0,3.1,Antofagasta,"https://www.google.com/maps?q=-23.323,-67.274",200–500 km,Leve
2025-06-27 15:23:3257 km al NO de Punta de Choros,2025-06-27 19:23:32,-28.885,-71.882,45.0,3.0,Atacama,"https://www.google.com/maps?q=-28.885,-71.882",30–60 km,Leve
2025-06-27 13:38:5423 km al SO de Andacollo,2025-06-27 17:38:54,-30.392,-71.228,16.0,3.3,Coquimbo,"https://www.google.com/maps?q=-30.392,-71.228",10–30 km,Leve
2025-06-27 10:37:20113 km al O de Pichilemu,2025-06-27 14:37:20,-34.103,-73.188,15.0,2.5,Región Metropolitana de Santiago,"https://www.google.com/maps?q=-34.103,-73.188",10–30 km,Leve
2025-06-27 09:01:3929 km al S de Sierra Gorda,2025-06-27 13:01:39,-23.142,-69.389,90.0,3.5,Antofagasta,"https://www.google.com/maps?q=-23.142,-69.389",60–100 km,Leve
2025-06-27 08:52:1724 km al SO de Sierra Gorda,2025-06-27 12:52:17,-22.98,-69.533,92.0,2.5,Antofagasta,"https://www.google.com/maps?q=-22.98,-69.533",60–100 km,Leve
2025-06-27 08:05:4811 km al SE de Parque Fray Jorge,2025-06-27 12:05:48,-30.729,-71.592,29.0,2.9,Coquimbo,"https://www.google.com/maps?q=-30.729,-71.592",10–30 km,Leve
2025-06-27 04:36:0418 km al O de San Pedro de Atacama,2025-06-27 08:36:04,-22.974,-68.361,117.0,2.7,Antofagasta,"https://www.google.com/maps?q=-22.974,-68.361",100–200 km,Leve
2025-06-27 04:11:0427 km al NO de Los Andes,2025-06-27 08:11:04,-32.675,-70.815,93.0,2.8,Valparaíso,"https://www.google.com/maps?q=-32.675,-70.815",60–100 km,Leve
2025-06-27 01:36:2044 km al NO de Mina Collahuasi,2025-06-27 05:36:20,-20.487,-68.876,107.0,2.8,Tarapacá,"https://www.google.com/maps?q=-20.487,-68.876",100–200 km,Leve
2025-06-27 01:21:21160 km al NO de BahÃ­a Mansa,2025-06-27 05:21:21,-39.63,-75.134,32.0,4.0,La Araucanía,"https://www.google.com/maps?q=-39.63,-75.134",30–60 km,Moderado
2025-06-27 01:11:4031 km al S de Mina Collahuasi,2025-06-27 05:11:40,-21.102,-68.588,115.0,2.9,Tarapacá,"https://www.google.com/maps?q=-21.102,-68.588",100–200 km,Leve
2025-06-26 23:24:0914 km al S de Tongoy,2025-06-27 03:24:09,-30.375,-71.522,32.0,3.0,Coquimbo,"https://www.google.com/maps?q=-30.375,-71.522",30–60 km,Leve
2025-06-26 23:03:5237 km al NO de Mina La Escondida,2025-06-27 03:03:52,-24.126,-69.382,76.0,3.4,Antofagasta,"https://www.google.com/maps?q=-24.126,-69.382",60–100 km,Leve
2025-06-26 22:51:0327 km al SO de Visviri,2025-06-27 02:51:03,-17.719,-69.705,137.0,3.4,Arica y Parinacota,"https://www.google.com/maps?q=-17.719,-69.705",100–200 km,Leve
2025-06-26 22:47:2960 km al NO de Mina La Escondida,2025-06-27 02:47:29,-23.957,-69.544,87.0,3.7,Antofagasta,"https://www.google.com/maps?q=-23.957,-69.544",60–100 km,Moderado
2025-06-26 22:28:0249 km al SO de Mina Collahuasi,2025-06-27 02:28:02,-21.237,-68.831,116.0,2.5,Tarapacá,"https://www.google.com/maps?q=-21.237,-68.831",100–200 km,Leve
2025-06-26 22:05:5167 km al S de Socaire,2025-06-27 02:05:51,-24.172,-67.718,231.0,3.7,Antofagasta,"https://www.google.com/maps?q=-24.172,-67.718",200–500 km,Moderado
2025-06-26 17:59:5275 km al NE de Calama,2025-06-26 21:59:52,-21.853,-68.631,112.0,2.8,Antofagasta,"https://www.google.com/maps?q=-21.853,-68.631",100–200 km,Leve
2025-06-26 15:32:4643 km al NE de Calama,2025-06-26 19:32:46,-22.234,-68.596,110.0,4.0,Antofagasta,"https://www.google.com/maps?q=-22.234,-68.596",100–200 km,Moderado
2025-06-26 08:57:026 km al SO de Temuco,2025-06-26 12:57:02,-38.781,-72.638,46.0,3.0,La Araucanía,"https://www.google.com/maps?q=-38.781,-72.638",30–60 km,Leve
2025-06-26 07:15:4022 km al S de Parque Fray Jorge,2025-06-26 11:15:40,-30.856,-71.677,27.0,2.6,Coquimbo,"https://www.google.com/maps?q=-30.856,-71.677",10–30 km,Leve
2025-06-26 05:35:5578 km al E de CopiapÃ³,2025-06-26 09:35:55,-27.44,-69.548,114.0,3.0,Atacama,"https://www.google.com/maps?q=-27.44,-69.548",100–200 km,Leve
2025-06-26 04:39:1843 km al SO de Punta de Choros,2025-06-26 08:39:18,-29.514,-71.795,41.0,3.6,Coquimbo,"https://www.google.com/maps?q=-29.514,-71.795",30–60 km,Moderado
2025-06-25 23:30:3076 km al O de Arica,2025-06-26 03:30:30,-18.483,-71.042,32.0,2.5,Arica y Parinacota,"https://www.google.com/maps?q=-18.483,-71.042",30–60 km,Leve
2025-06-25 22:09:5123 km al NO de OllagÃ¼e,2025-06-26 02:09:51,-21.104,-68.435,135.0,2.6,Tarapacá,"https://www.google.com/maps?q=-21.104,-68.435",100–200 km,Leve
2025-06-25 20:19:0733 km al O de Angol,2025-06-26 00:19:07,-37.739,-73.073,7.0,3.2,Biobío,"https://www.google.com/maps?q=-37.739,-73.073",<10 km,Leve
2025-06-25 17:10:3218 km al SO de Punitaqui,2025-06-25 21:10:32,-30.966,-71.361,60.0,3.1,Coquimbo,"https://www.google.com/maps?q=-30.966,-71.361",30–60 km,Leve
2025-06-25 15:26:3218 km al N de Pisagua,2025-06-25 19:26:32,-19.438,-70.182,39.0,4.1,Tarapacá,"https://www.google.com/maps?q=-19.438,-70.182",30–60 km,Moderado
2025-06-25 13:57:1026 km al O de Parque Fray Jorge,2025-06-25 17:57:10,-30.694,-71.957,31.0,2.8,Coquimbo,"https://www.google.com/maps?q=-30.694,-71.957",30–60 km,Leve
2025-06-25 13:04:5545 km al SO de Mina Collahuasi,2025-06-25 17:04:55,-21.155,-68.911,114.0,2.8,Tarapacá,"https://www.google.com/maps?q=-21.155,-68.911",100–200 km,Leve
2025-06-25 10:20:0516 km al E de Socaire,2025-06-25 14:20:05,-23.626,-67.737,279.0,3.8,Antofagasta,"https://www.google.com/maps?q=-23.626,-67.737",200–500 km,Moderado
2025-06-25 07:33:1711 km al NE de Calama,2025-06-25 11:33:17,-22.394,-68.857,111.0,2.7,Antofagasta,"https://www.google.com/maps?q=-22.394,-68.857",100–200 km,Leve
2025-06-25 06:17:5716 km al O de Quintero,2025-06-25 10:17:57,-32.729,-71.691,35.0,3.1,Valparaíso,"https://www.google.com/maps?q=-32.729,-71.691",30–60 km,Leve
2025-06-25 04:17:11109 km al E de San Pedro de Atacama,2025-06-25 08:17:11,-22.815,-67.144,238.0,3.5,Antofagasta,"https://www.google.com/maps?q=-22.815,-67.144",200–500 km,Leve
2025-06-25 02:21:3659 km al S de Socaire,2025-06-25 06:21:36,-24.122,-67.916,240.0,3.8,Antofagasta,"https://www.google.com/maps?q=-24.122,-67.916",200–500 km,Moderado
2025-06-25 01:03:3739 km al SO de Mina Collahuasi,2025-06-25 05:03:37,-21.05,-68.947,110.0,2.6,Tarapacá,"https://www.google.com/maps?q=-21.05,-68.947",100–200 km,Leve
2025-06-24 23:34:3153 km al SE de Socaire,2025-06-25 03:34:31,-24.029,-67.696,247.0,3.6,Antofagasta,"https://www.google.com/maps?q=-24.029,-67.696",200–500 km,Moderado
2025-06-24 23:27:0632 km al SE de Calama,2025-06-25 03:27:06,-22.664,-68.699,113.0,2.9,Antofagasta,"https://www.google.com/maps?q=-22.664,-68.699",100–200 km,Leve
2025-06-24 23:03:1022 km al NO de Pichidangui,2025-06-25 03:03:10,-32.022,-71.715,11.0,2.5,Valparaíso,"https://www.google.com/maps?q=-32.022,-71.715",10–30 km,Leve
2025-06-24 20:11:38122 km al SO de Patache,2025-06-25 00:11:38,-21.346,-71.227,40.0,2.8,Antofagasta,"https://www.google.com/maps?q=-21.346,-71.227",30–60 km,Leve
2025-06-24 18:49:0584 km al E de OllagÃ¼e,2025-06-24 22:49:05,-21.303,-67.447,223.0,4.2,Antofagasta,"https://www.google.com/maps?q=-21.303,-67.447",200–500 km,Moderado
2025-06-24 09:50:3152 km al NE de Cuya,2025-06-24 13:50:31,-18.852,-69.805,82.0,3.4,Arica y Parinacota,"https://www.google.com/maps?q=-18.852,-69.805",60–100 km,Leve
2025-06-24 09:42:3658 km al NO de CamiÃ±a,2025-06-24 13:42:36,-18.851,-69.683,89.0,3.4,Arica y Parinacota,"https://www.google.com/maps?q=-18.851,-69.683",60–100 km,Leve
2025-06-24 08:45:2025 km al N de Tocopilla,2025-06-24 12:45:20,-21.869,-70.225,20.0,2.7,Antofagasta,"https://www.google.com/maps?q=-21.869,-70.225",10–30 km,Leve
2025-06-24 06:52:57128 km al NO de Tongoy,2025-06-24 10:52:57,-29.73,-72.675,20.0,2.6,Coquimbo,"https://www.google.com/maps?q=-29.73,-72.675",10–30 km,Leve
2025-06-24 05:35:4971 km al S de Ilo,2025-06-24 09:35:49,-18.283,-71.37,15.0,3.0,Arica y Parinacota,"https://www.google.com/maps?q=-18.283,-71.37",10–30 km,Leve
2025-06-24 03:42:39108 km al NE de San Pedro de Atacama,2025-06-24 07:42:39,-22.104,-67.63,200.0,4.5,Antofagasta,"https://www.google.com/maps?q=-22.104,-67.63",100–200 km,Moderado
2025-06-24 03:00:4344 km al SO de Mina Collahuasi,2025-06-24 07:00:43,-21.138,-68.925,120.0,3.4,Tarapacá,"https://www.google.com/maps?q=-21.138,-68.925",100–200 km,Leve
2025-06-24 01:08:00109 km al O de Los Vilos,2025-06-24 05:08:00,-31.613,-72.609,42.0,4.0,Coquimbo,"https://www.google.com/maps?q=-31.613,-72.609",30–60 km,Moderado
2025-06-24 00:32:2083 km al E de Socaire,2025-06-24 04:32:20,-23.332,-67.129,250.0,3.5,Antofagasta,"https://www.google.com/maps?q=-23.332,-67.129",200–500 km,Leve
2025-06-24 00:10:3824 km al O de Fresia,2025-06-24 04:10:38,-41.246,-73.679,49.0,2.7,Los Lagos,"https://www.google.com/maps?q=-41.246,-73.679",30–60 km,Leve
2025-06-23 22:58:2612 km al S de Punta de Choros,2025-06-24 02:58:26,-29.352,-71.484,68.0,4.3,Coquimbo,"https://www.google.com/maps?q=-29.352,-71.484",60–100 km,Moderado
2025-06-23 22:26:4483 km al O de San Antonio de los Cobres,2025-06-24 02:26:44,-23.946,-67.074,230.0,3.4,Antofagasta,"https://www.google.com/maps?q=-23.946,-67.074",200–500 km,Leve
2025-06-23 17:10:1915 km al S de Socaire,2025-06-23 21:10:19,-23.715,-67.841,165.0,4.6,Antofagasta,"https://www.google.com/maps?q=-23.715,-67.841",100–200 km,Moderado
2025-06-23 14:42:1646 km al O de OllagÃ¼e,2025-06-23 18:42:16,-21.287,-68.694,119.0,2.7,Tarapacá,"https://www.google.com/maps?q=-21.287,-68.694",100–200 km,Leve
2025-06-23 12:23:3547 km al O de OllagÃ¼e,2025-06-23 16:23:35,-21.274,-68.7,120.0,3.1,Tarapacá,"https://www.google.com/maps?q=-21.274,-68.7",100–200 km,Leve
